기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실수용(내국인),실수용(외국인),실수용(비학위)외국인,지원자수(동일지역),지원자수(타지역),의무식여부,구분,건물명,준공연도,1인실실수,1인실식비,1인실기숙사비,2인실실수,2인실식비,2인실기숙사비,3인실실수,3인실식비,3인실기숙사비,4인실실수,4인실식비,4인실기숙사비,기숙사수용률,지원자수합계,입사경쟁률,준공구분
2021,대학교,사립,경남,기존,가야대학교(김해),2060.0,88.0,672.0,197.0,4.0,0.0,136.0,202.0,O,직영(구내),여자 기숙사,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,3500.0,131250.0,32.62135922330097,338.0,0.5029761904761905,11~20년이하
2021,대학교,사립,경남,기존,가야대학교(김해),2060.0,80.0,672.0,183.0,10.0,0.0,97.0,196.0,O,직영(구내),군자관,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3500.0,128571.0,32.62135922330097,293.0,0.43601190476190477,11~20년이하
2021,대학교,사립,경기,기존,가천대학교,20671.0,98.0,2383.0,140.0,0.0,0.0,0.0,140.0,X,직영(구외),의과대학 기숙사,2019,2.0,0.0,428571.0,96.0,0.0,326786.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52822795220357,140.0,0.058749475451112046,10년이하
2021,대학교,사립,경기,기존,가천대학교,20671.0,140.0,2383.0,339.0,3.0,0.0,1.0,665.0,X,직영(구내),보건과학대학학생생활관,2015,2.0,0.0,424779.0,68.0,0.0,292035.0,61.0,0.0,207080.0,9.0,0.0,169912.0,11.52822795220357,666.0,0.2794796475031473,10년이하
2021,대학교,사립,경기,기존,가천대학교,20671.0,393.0,2383.0,843.0,0.0,0.0,0.0,2153.0,X,직영(구내),제2학생생활관,2017,4.0,0.0,482737.0,288.0,0.0,343790.0,0.0,0.0,0.0,101.0,0.0,210105.0,11.52822795220357,2153.0,0.9034830046160303,10년이하
2021,대학교,사립,경기,기존,가천대학교,20671.0,184.0,2383.0,3.0,94.0,44.0,0.0,264.0,X,직영(구내),제1학생생활관,2007,10.0,0.0,466947.0,35.0,0.0,328000.0,0.0,0.0,0.0,139.0,0.0,199579.0,11.52822795220357,264.0,0.11078472513638271,11~20년이하
2021,대학교,사립,경기,기존,가천대학교,20671.0,44.0,2383.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),강화기숙사,1998,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,11.52822795220357,0.0,0.0,20년초과
2021,대학교,사립,경기,기존,가천대학교,20671.0,40.0,2383.0,25.0,3.0,4.0,3.0,29.0,X,직영(구외),송도BRC학생생활관,2013,0.0,0.0,0.0,40.0,0.0,223009.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52822795220357,32.0,0.013428451531682753,10년이하
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,57.0,2602.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),제4생활관,1980,0.0,0.0,0.0,37.0,0.0,143297.0,20.0,0.0,143297.0,0.0,0.0,0.0,34.41343737600847,0.0,0.0,20년초과
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,108.0,2602.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),제2생활관,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,155189.0,34.41343737600847,0.0,0.0,20년초과
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,221.0,2602.0,219.0,1.0,0.0,0.0,220.0,X,직영(구내),제5생활관,2004,0.0,0.0,0.0,106.0,0.0,282730.0,2.0,0.0,188487.0,113.0,0.0,188486.0,34.41343737600847,220.0,0.08455034588777863,11~20년이하
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,76.0,2602.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),제1생활관,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,143297.0,34.41343737600847,0.0,0.0,20년초과
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,24.0,2602.0,89.0,0.0,0.0,0.0,96.0,O,직영(구내),다윗관,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4500.0,99448.0,34.41343737600847,96.0,0.03689469638739431,20년초과
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,111.0,2602.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),제3생활관,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,155189.0,34.41343737600847,0.0,0.0,20년초과
2021,대학교,사립,강원,기존,가톨릭관동대학교,7561.0,166.0,2602.0,146.0,6.0,1.0,0.0,153.0,X,직영(구내),제6생활관,2008,0.0,0.0,0.0,71.0,0.0,282730.0,0.0,0.0,0.0,95.0,0.0,188486.0,34.41343737600847,153.0,0.058800922367409685,11~20년이하
2021,대학교,사립,충북,기존,가톨릭꽃동네대학교,428.0,57.0,197.0,39.0,0.0,0.0,6.0,33.0,X,임차,마리아의 집,1996,5.0,0.0,0.0,42.0,0.0,234511.0,10.0,0.0,0.0,0.0,0.0,0.0,46.02803738317757,39.0,0.19796954314720813,20년초과
2021,대학교,사립,충북,기존,가톨릭꽃동네대학교,428.0,39.0,197.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),요셉의 집,2009,0.0,0.0,0.0,39.0,0.0,234511.0,0.0,0.0,0.0,0.0,0.0,0.0,46.02803738317757,0.0,0.0,11~20년이하
2021,대학교,사립,경기,기존,가톨릭대학교,7418.0,383.0,1242.0,927.0,101.0,5.0,0.0,1328.0,X,직영(구내),김수환관,2009,2.0,0.0,325565.0,105.0,0.0,325565.0,152.0,0.0,275629.0,124.0,0.0,210243.0,16.74305742787813,1328.0,1.069243156199678,11~20년이하
2021,대학교,사립,경기,기존,가톨릭대학교,7418.0,54.0,1242.0,38.0,0.0,0.0,0.0,38.0,X,행복기숙사,청년주택(개봉동),2018,33.0,0.0,290188.0,21.0,0.0,205757.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74305742787813,38.0,0.030595813204508857,10년이하
2021,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,1538.0,40.0,80.0,80.0,0.0,0.0,0.0,157.0,X,직영(구외),가톨릭대성의기숙사,2004,0.0,0.0,0.0,40.0,0.0,228729.0,0.0,0.0,0.0,0.0,0.0,0.0,5.201560468140442,157.0,1.9625,11~20년이하
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295.0,4.0,306.0,26.0,0.0,0.0,23.0,3.0,O,임차,양업관,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2800.0,0.0,103.72881355932205,26.0,0.08496732026143791,20년초과
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295.0,60.0,306.0,37.0,4.0,0.0,27.0,14.0,O,임차,수덕관,1991,60.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.72881355932205,41.0,0.13398692810457516,20년초과
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295.0,60.0,306.0,52.0,0.0,0.0,40.0,12.0,O,임차,강학관,1991,60.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.72881355932205,52.0,0.16993464052287582,20년초과
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295.0,150.0,306.0,78.0,1.0,0.0,56.0,23.0,O,직영(구내),대건관,1980,150.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.72881355932205,79.0,0.2581699346405229,20년초과
2021,대학교,사립,서울,기존,감리교신학대학교,1327.0,150.0,300.0,144.0,5.0,0.0,0.0,149.0,X,직영(구내),장천생활관,2001,0.0,0.0,0.0,150.0,0.0,202703.0,0.0,0.0,0.0,0.0,0.0,0.0,22.607385079125848,149.0,0.49666666666666665,20년초과
2021,대학교,사립,경기,기존,강남대학교,6780.0,118.0,940.0,9.0,14.0,1.0,0.0,111.0,X,직영(구내),심전생활관 1관,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,159487.0,13.864306784660767,111.0,0.11808510638297873,20년초과
2021,대학교,사립,경기,기존,강남대학교,6780.0,234.0,940.0,22.0,0.0,0.0,2.0,304.0,X,직영(구내),콤플렉스센터(심전2관 기숙사),2007,0.0,0.0,0.0,234.0,0.0,292821.0,0.0,0.0,0.0,0.0,0.0,0.0,13.864306784660767,306.0,0.32553191489361705,11~20년이하
2021,대학교,국립,강원,기존,강릉원주대학교,5802.0,33.0,1532.0,0.0,65.0,0.0,0.0,0.0,O,직영(구내),국제교류관,2012,1.0,2000.0,320000.0,32.0,2000.0,230811.0,0.0,0.0,0.0,0.0,0.0,0.0,26.404688038607375,0.0,0.0,10년이하
2021,대학교,국립,강원,기존,강릉원주대학교,5802.0,108.0,1532.0,216.0,0.0,0.0,0.0,0.0,O,직영(구내),명진관,2007,0.0,0.0,0.0,108.0,2000.0,189189.0,0.0,0.0,0.0,0.0,0.0,0.0,26.404688038607375,0.0,0.0,11~20년이하
2021,대학교,국립,강원,기존,강릉원주대학교,5802.0,392.0,1532.0,780.0,0.0,0.0,0.0,708.0,O,민자(BTL),율곡.사임당관,2009,4.0,2000.0,278378.0,388.0,2000.0,189189.0,0.0,0.0,0.0,0.0,0.0,0.0,26.404688038607375,708.0,0.4621409921671018,11~20년이하
2021,대학교,국립,강원,기존,강릉원주대학교,5802.0,35.0,1532.0,70.0,0.0,0.0,0.0,0.0,O,직영(구내),이문관,1996,0.0,0.0,0.0,35.0,2000.0,129730.0,0.0,0.0,0.0,0.0,0.0,0.0,26.404688038607375,0.0,0.0,20년초과
2021,대학교,국립,강원,기존,강릉원주대학교,5802.0,10.0,1532.0,20.0,0.0,0.0,0.0,0.0,O,민자(BTL),솔향관(기혼자실),2016,0.0,0.0,0.0,10.0,2000.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,26.404688038607375,0.0,0.0,10년이하
2021,대학교,국립,강원,기존,강릉원주대학교,5802.0,192.0,1532.0,381.0,0.0,0.0,0.0,20.0,O,민자(BTL),솔향관,2016,3.0,2000.0,320000.0,189.0,2000.0,230811.0,0.0,0.0,0.0,0.0,0.0,0.0,26.404688038607375,20.0,0.013054830287206266,10년이하
2021,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,2132.0,86.0,625.0,172.0,0.0,0.0,0.0,82.0,O,직영(구내),청송관,2002,0.0,0.0,0.0,86.0,2000.0,177911.0,0.0,0.0,0.0,0.0,0.0,0.0,29.315196998123827,82.0,0.1312,11~20년이하
2021,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,2132.0,77.0,625.0,157.0,0.0,0.0,0.0,0.0,O,직영(구내),예솔관,1989,1.0,2000.0,163511.0,76.0,2000.0,163511.0,0.0,0.0,0.0,0.0,0.0,0.0,29.315196998123827,0.0,0.0,20년초과
2021,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,2132.0,151.0,625.0,298.0,2.0,0.0,0.0,225.0,O,민자(BTL),해솔관,2017,2.0,2000.0,241811.0,149.0,2000.0,241811.0,0.0,0.0,0.0,0.0,0.0,0.0,29.315196998123827,225.0,0.36,10년이하
2021,대학교,사립,서울,기존,강서대학교,1654.0,32.0,96.0,24.0,0.0,0.0,5.0,38.0,X,직영(구내),진리관,1990,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,169565.0,0.0,0.0,0.0,5.804111245465538,43.0,0.4479166666666667,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,52.0,4386.0,61.0,0.0,0.0,0.0,61.0,X,직영(구내),율곡관,1983,0.0,0.0,0.0,52.0,0.0,153106.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36264873254009,61.0,0.013907888736890105,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,95.0,4386.0,0.0,0.0,0.0,285.0,0.0,X,직영(구내),퇴계관,1986,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,117993.0,0.0,0.0,0.0,28.36264873254009,285.0,0.06497948016415869,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,61.0,4386.0,0.0,0.0,0.0,183.0,0.0,X,직영(구내),난지원,1980,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,117993.0,0.0,0.0,0.0,28.36264873254009,183.0,0.041723666210670314,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,82.0,4386.0,0.0,0.0,0.0,162.0,0.0,X,직영(구내),국제인재양성관,2010,1.0,0.0,182850.0,81.0,0.0,182850.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36264873254009,162.0,0.036935704514363885,11~20년이하
2021,대학교,국립,강원,기존,강원대학교,15464.0,505.0,4386.0,835.0,77.0,0.0,0.0,1650.0,O,민자(BTL),이룸관,2019,10.0,3600.0,162565.0,495.0,3600.0,162565.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36264873254009,1650.0,0.3761969904240766,10년이하
2021,대학교,국립,강원,기존,강원대학교,15464.0,66.0,4386.0,14.0,101.0,0.0,9.0,115.0,X,직영(구내),국제생활관,2006,0.0,0.0,0.0,60.0,0.0,160405.0,0.0,0.0,0.0,6.0,0.0,462450.0,28.36264873254009,124.0,0.028271773825809393,11~20년이하
2021,대학교,국립,강원,기존,강원대학교,15464.0,100.0,4386.0,0.0,0.0,0.0,200.0,0.0,X,직영(구내),예지원,2000,0.0,0.0,0.0,100.0,0.0,131806.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36264873254009,200.0,0.045599635202918376,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,110.0,4386.0,19.0,0.0,0.0,201.0,19.0,X,직영(구내),다산관,2000,0.0,0.0,0.0,110.0,0.0,131806.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36264873254009,220.0,0.050159598723210214,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,65.0,4386.0,0.0,0.0,0.0,195.0,0.0,X,직영(구내),국지원,1988,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,117993.0,0.0,0.0,0.0,28.36264873254009,195.0,0.04445964432284542,20년초과
2021,대학교,국립,강원,기존,강원대학교,15464.0,952.0,4386.0,1793.0,0.0,0.0,0.0,2488.0,O,민자(BTL),새롬관,2009,12.0,3600.0,153106.0,940.0,3600.0,153106.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36264873254009,2488.0,0.5672594619243047,11~20년이하
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,5854.0,150.0,2620.0,212.0,0.0,0.0,2.0,1304.0,X,직영(구내),해솔관,2011,0.0,0.0,0.0,150.0,0.0,241598.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75572258284933,1306.0,0.4984732824427481,11~20년이하
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,5854.0,124.0,2620.0,0.0,0.0,0.0,0.0,0.0,X,직영(구외),도원관,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,44.75572258284933,0.0,0.0,11~20년이하
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,5854.0,163.0,2620.0,0.0,0.0,0.0,6.0,805.0,X,직영(구내),언장관,1990,0.0,0.0,0.0,163.0,0.0,179790.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75572258284933,811.0,0.3095419847328244,20년초과
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,5854.0,55.0,2620.0,169.0,2.0,0.0,2.0,1362.0,X,직영(구내),두타관,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,202936.0,44.75572258284933,1364.0,0.5206106870229008,11~20년이하
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,5854.0,93.0,2620.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),황조관,2010,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,9.0,0.0,0.0,44.75572258284933,0.0,0.0,11~20년이하
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,5854.0,320.0,2620.0,309.0,0.0,0.0,23.0,286.0,X,임차,가온관,2016,4.0,0.0,254251.0,316.0,0.0,254251.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75572258284933,309.0,0.11793893129770992,10년이하
2021,대학교,사립,서울,기존,건국대학교,17544.0,1134.0,3309.0,953.0,162.0,89.0,52.0,1583.0,X,민자(BTO),민자1,2006,191.0,0.0,619044.0,943.0,0.0,404087.0,0.0,0.0,0.0,0.0,0.0,0.0,18.861149110807112,1635.0,0.4941069809610154,11~20년이하
2021,대학교,사립,서울,기존,건국대학교,17544.0,38.0,3309.0,44.0,7.0,5.0,5.0,52.0,X,직영(구내),글로벌홀,1996,1.0,0.0,619044.0,37.0,0.0,404087.0,0.0,0.0,0.0,0.0,0.0,0.0,18.861149110807112,57.0,0.017225747960108794,20년초과
2021,대학교,사립,서울,기존,건국대학교,17544.0,49.0,3309.0,78.0,0.0,0.0,49.0,45.0,O,직영(구내),일우헌,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2000.0,0.0,18.861149110807112,94.0,0.028407373828951345,20년초과
2021,대학교,사립,서울,기존,건국대학교,17544.0,507.0,3309.0,671.0,12.0,0.0,29.0,1161.0,X,민자(BTO),민자2,2010,53.0,0.0,651652.0,454.0,0.0,425217.0,0.0,0.0,0.0,0.0,0.0,0.0,18.861149110807112,1190.0,0.3596252644303415,11~20년이하
2021,대학교,사립,충북,기존,건국대학교(글로컬) _분교,7348.0,411.0,2338.0,727.0,13.0,0.0,0.0,939.0,O,직영(구내),모시래학사,1984,0.0,0.0,0.0,29.0,2500.0,257143.0,32.0,0.0,0.0,350.0,2500.0,257143.0,31.818181818181817,939.0,0.4016253207869974,20년초과
2021,대학교,사립,충북,기존,건국대학교(글로컬) _분교,7348.0,348.0,2338.0,318.0,8.0,0.0,0.0,426.0,X,민자(BTO),해오름,2006,0.0,0.0,0.0,260.0,0.0,383803.0,88.0,0.0,0.0,0.0,0.0,0.0,31.818181818181817,426.0,0.1822070145423439,11~20년이하
2021,대학교,사립,충남,기존,건양대학교,3277.0,65.0,1160.0,79.0,0.0,0.0,1.0,159.0,X,직영(구내),반야학사,1991,4.0,0.0,263551.0,61.0,0.0,204673.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,160.0,0.13793103448275862,20년초과
2021,대학교,사립,충남,기존,건양대학교,3277.0,22.0,1160.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),산학취업본부,2004,0.0,0.0,0.0,22.0,0.0,221495.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,0.0,0.0,11~20년이하
2021,대학교,사립,충남,기존,건양대학교,3277.0,109.0,1160.0,187.0,0.0,0.0,3.0,228.0,X,직영(구내),봉소학사,2002,0.0,0.0,0.0,109.0,0.0,204673.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,231.0,0.19913793103448277,11~20년이하
2021,대학교,사립,충남,기존,건양대학교,3277.0,134.0,1160.0,153.0,0.0,0.0,1.0,269.0,X,직영(구내),현암학사,1998,0.0,0.0,0.0,134.0,0.0,204673.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,270.0,0.23275862068965517,20년초과
2021,대학교,사립,충남,기존,건양대학교,3277.0,157.0,1160.0,109.0,3.0,85.0,0.0,194.0,X,직영(구내),선행화학사,2008,0.0,0.0,0.0,157.0,0.0,221495.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,194.0,0.16724137931034483,11~20년이하
2021,대학교,사립,충남,기존,건양대학교,3277.0,95.0,1160.0,63.0,0.0,0.0,1.0,113.0,X,직영(구내),구연학사,1995,0.0,0.0,0.0,95.0,0.0,204673.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,114.0,0.09827586206896552,20년초과
2021,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,3819.0,174.0,1200.0,220.0,0.0,0.0,13.0,304.0,X,직영(구내),담곡학사,2011,0.0,0.0,0.0,174.0,0.0,229907.0,0.0,0.0,0.0,0.0,0.0,0.0,31.421838177533385,317.0,0.26416666666666666,11~20년이하
2021,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,3819.0,228.0,1200.0,253.0,2.0,0.0,8.0,455.0,X,직영(구내),청림학사,2013,0.0,0.0,0.0,228.0,0.0,229907.0,0.0,0.0,0.0,0.0,0.0,0.0,31.421838177533385,463.0,0.3858333333333333,10년이하
2021,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,3819.0,198.0,1200.0,304.0,0.0,0.0,28.0,437.0,X,직영(구내),간호대학기숙사,2017,0.0,0.0,0.0,198.0,0.0,229907.0,0.0,0.0,0.0,0.0,0.0,0.0,31.421838177533385,465.0,0.3875,10년이하
2021,대학교,사립,경기,기존,경기대학교,12368.0,50.0,2216.0,92.0,0.0,42.0,0.0,134.0,O,직영(구내),한우리관,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,240652.0,17.917205692108666,134.0,0.06046931407942238,20년초과
2021,대학교,사립,경기,기존,경기대학교,12368.0,1058.0,2216.0,573.0,25.0,0.0,17.0,938.0,X,민자(BTO),경기드림타워,2011,100.0,0.0,550710.0,958.0,0.0,385610.0,0.0,0.0,0.0,0.0,0.0,0.0,17.917205692108666,955.0,0.43095667870036103,11~20년이하
2021,대학교,사립,경남,기존,경남대학교,11238.0,11.0,1653.0,27.0,0.0,0.0,0.0,27.0,X,직영(구내),야구부숙소,1997,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,14.709022957821677,27.0,0.016333938294010888,20년초과
2021,대학교,사립,경남,기존,경남대학교,11238.0,329.0,1653.0,615.0,37.0,18.0,78.0,1075.0,O,직영(구내),제1한마생활관,1995,0.0,0.0,0.0,307.0,3300.0,173727.0,20.0,3300.0,173727.0,2.0,0.0,0.0,14.709022957821677,1153.0,0.6975196612220206,20년초과
2021,대학교,사립,경남,기존,경남대학교,11238.0,33.0,1653.0,156.0,0.0,0.0,28.0,128.0,O,직영(구내),건화아파트,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3300.0,113182.0,14.709022957821677,156.0,0.09437386569872959,20년초과
2021,대학교,사립,경남,기존,경남대학교,11238.0,117.0,1653.0,234.0,0.0,0.0,30.0,301.0,O,직영(구내),제3한마생활관,2013,0.0,0.0,0.0,117.0,3300.0,190091.0,0.0,0.0,0.0,0.0,0.0,0.0,14.709022957821677,331.0,0.20024198427102238,10년이하
2021,대학교,사립,경남,기존,경남대학교,11238.0,252.0,1653.0,435.0,57.0,15.0,64.0,737.0,O,직영(구내),제2한마생활관,2004,0.0,0.0,0.0,246.0,3300.0,177000.0,0.0,0.0,0.0,6.0,3300.0,177000.0,14.709022957821677,801.0,0.484573502722323,11~20년이하
2021,대학교,사립,강원,기존,경동대학교,721.0,171.0,342.0,75.0,150.0,1.0,0.0,226.0,O,직영(구내),숭례원,1999,0.0,0.0,0.0,171.0,4000.0,187826.0,0.0,0.0,0.0,0.0,0.0,0.0,47.43411927877948,226.0,0.6608187134502924,20년초과
2021,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,3990.0,250.0,1016.0,487.0,0.0,0.0,10.0,897.0,O,행복기숙사,양덕원 B동,2016,3.0,4000.0,230000.0,247.0,4000.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46365914786967,907.0,0.8927165354330708,10년이하
2021,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,3990.0,261.0,1016.0,514.0,0.0,0.0,10.0,898.0,O,행복기숙사,양덕원 A동,2015,3.0,4000.0,230000.0,258.0,4000.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46365914786967,908.0,0.8937007874015748,10년이하
2021,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,2779.0,250.0,497.0,497.0,0.0,0.0,1.0,493.0,O,직영(구내),양현원,2016,3.0,4000.0,255414.0,247.0,4000.0,255414.0,0.0,0.0,0.0,0.0,0.0,0.0,17.884130982367758,494.0,0.993963782696177,10년이하
2021,대학교,국립,대구,기존,경북대학교,25167.0,680.0,6930.0,1157.0,1.0,0.0,142.0,781.0,X,민자(BTL),첨성관(I),2009,0.0,0.0,0.0,680.0,0.0,155579.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,923.0,0.1331890331890332,11~20년이하
2021,대학교,국립,대구,기존,경북대학교,25167.0,25.0,6930.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),면학관(G),1996,25.0,0.0,181658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,0.0,0.0,20년초과
2021,대학교,국립,대구,기존,경북대학교,25167.0,605.0,6930.0,1100.0,0.0,0.0,325.0,2966.0,X,민자(BTL),누리관(K),2019,16.0,0.0,309447.0,589.0,0.0,176474.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,3291.0,0.47489177489177486,10년이하
2021,대학교,국립,대구,기존,경북대학교,25167.0,163.0,6930.0,0.0,104.0,128.0,0.0,283.0,X,직영(구내),화목관(F),2000,0.0,0.0,0.0,163.0,0.0,138605.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,283.0,0.04083694083694084,20년초과
2021,대학교,국립,대구,기존,경북대학교,25167.0,97.0,6930.0,150.0,0.0,0.0,24.0,158.0,X,직영(구내),봉사관(D),1997,3.0,0.0,181658.0,89.0,0.0,138605.0,5.0,0.0,138605.0,0.0,0.0,0.0,27.536059125044705,182.0,0.026262626262626262,20년초과
2021,대학교,국립,대구,기존,경북대학교,25167.0,142.0,6930.0,173.0,0.0,0.0,19.0,224.0,X,직영(구내),긍지관(B),1982,0.0,0.0,0.0,5.0,0.0,138605.0,0.0,0.0,0.0,137.0,0.0,138605.0,27.536059125044705,243.0,0.03506493506493506,20년초과
2021,대학교,국립,대구,기존,경북대학교,25167.0,135.0,6930.0,197.0,0.0,0.0,19.0,160.0,X,직영(구내),성실관(A),1989,0.0,0.0,0.0,135.0,0.0,138605.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,179.0,0.02582972582972583,20년초과
2021,대학교,국립,대구,기존,경북대학교,25167.0,27.0,6930.0,0.0,0.0,0.0,0.0,0.0,X,직영(구내),간호대학 생활관,1971,1.0,0.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,27.536059125044705,0.0,0.0,20년초과
2021,대학교,국립,대구,기존,경북대학교,25167.0,54.0,6930.0,133.0,0.0,0.0,0.0,115.0,X,직영(구내),자주관,2003,1.0,0.0,132161.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,88098.0,27.536059125044705,115.0,0.016594516594516596,11~20년이하
2021,대학교,국립,대구,기존,경북대학교,25167.0,99.0,6930.0,185.0,1.0,0.0,0.0,548.0,X,직영(구내),청운관,2014,3.0,0.0,230170.0,96.0,0.0,153429.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,548.0,0.07907647907647908,10년이하
2021,대학교,국립,대구,기존,경북대학교,25167.0,91.0,6930.0,166.0,0.0,0.0,0.0,175.0,X,직영(구내),창조관,1990,1.0,0.0,168804.0,90.0,0.0,112527.0,0.0,0.0,0.0,0.0,0.0,0.0,27.536059125044705,175.0,0.025252525252525252,20년초과
